seq,title,writer,content
459,동성친구랑 손깍지 끼는 거 가능 vs 불가능,초코볼러,무기명 투표 중남자분들얼마든지 가능절대 불가능                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인         무기명 투표 중여자분들 얼마든지 가능절대 불가능                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인
460,남자가 바람피다 걸린 와이프 때리는거 어떻게 생각하세요?,초코볼러,무기명 투표 중어떻게 생각하세요 때릴 만하다 때리는건 너무 심했다                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인
461,여자가 남자한테 여성스럽다고 말하는거 실례인가요?,초코볼러,무기명 투표 중어떻게 생각하세요 실례 맞다아무 문제없다                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인
462,이 친구 유형이 뭘까요..??,채영,같이 있는 시간동안 너무 즐거웠었고지금은 어쩔 수 없이 자주 볼 순 없지만갑자기 궁금해서 질문해봅니다..!!!1 먼저 세세한거 진짜 잘 기억하고그냥 스치듯 말했던 것도 다 기억하고2 감수성이 되게 풍부했어요 생각보다 눈물을 잘 흘리는..?3 별 거 아닌 이야기도 되게 깔깔거리면서 잘 들어주고 리액션 풍부하고4 약간 본인만의 비밀 다이어리..?일기..? 그런게 있었고5 평소에는 진짜 조용했지만 진짜 말해야겠다 하면 할 말은 다 하는 편이었어요6 카톡같은거 선톡은 잘 안하고 7 상대한테 좀 잘 맞춰주는..? 그런 느낌8 부정적이거나 좀 암울한 이야기는 잘 안했던 것 같아요9 수다떠는거 진짜진짜진짜 좋아해서 단 한번도 둘이 있을때 오디오가 5분넘게 빈 적이 없었어요10 약간 좀 유치..? 소녀감성..? 그런게 있었던 친구...11 공부는 별로 좋아하지 않지만 어떤 계기가 생기면 필기도 그렇고 되게 열심히 하는 편이었어요12 빡쎈 거 굉장히 싫어하는 편이라 혼자서 여유롭게 하는 걸 좋아했던 듯??13 시간 같은건 학교는 좀 늦게오는데 지각은 아마 한 적이 없던듯.... 약속시간도 꽤 잘 지키는...?무슨 유형에 가장 가까울까요..?? 
463,이 사람 저에게 호감 있는 걸까요..? +유형감별,ISFJ 9w1 POT,"mbti 유형을 물어봤었는데 까먹었데여.. 외웠었다는데..일단.. 점심시간에 가끔 반말고 딴데 노는데 가다가 어쩌다가 좀 친해진 한 여자애인데여... 글쎄요..? 최근에 반 찾아와서 뭐 바뀐거 없냐하고 머리카락 자른거라 쉽게 대답했습니다..가끔 저희 반 찾아오기도 하고요..? 솔직히 밝은편이고 남자애들을 다 편하게 대해서 긴가민가 합니다만.. 단 둘이 얘기할때 대화 길게되고, 저 신경쓰는게 약간 눈치로 알 것 같기도 하고요.. 흠..  아닐 확률도 높기에.. mbti알면 파악하기 수월했을텐데 말이죠...여기부턴 유형감별 부탁드려요일단 같이있으면 기분 올라가고 혼자있을때 우울하고 감정에 잡힌다 그랬으니..EXFX는 맞는거 같아여.. N, S랑 P, J 구별할 특징은 질문으로 물어봐 주세요..유형감별에 알맞은 특징이 안떠올라서여.."
464,다들 사주 천간/본인 일주랑 엠비탸 적고 갑시다ㅏ,10jQKA,"저는 갑목갑자 일주 인팁인데읽으면 거의 뭐 esfp 더라구요다들 천간이랑 일주 알려주세요!!! 1 갑자 일주갑자 일주는 일지가 정인이고 지장간이 임계편인 정인 구조이다.통제성이 강한 갑목이 일지와 지장간에 강한 인성을 만났으니 직관력이 우수하다.물질적인 분야보다는 정신적인 분야에서 신비한 현상을 연구하고 설명하는 능력이 있으며 정신분석학,심리학,생명 공학 분야에서 두각을 나타낸다.역동적인 수생목의 구조로 두려움 없이 자신의 생각을 그대로 나타내며 남에게 자신을 드러내는 것을 좋아한다.동양 철학,명리학,종교학에 관심이 많은 구도자와 수행자 스타일로 두뇌 총명하고 정신적으로 앞서간다.교사 강사 강연 등 설명하고 가르치는 일이 적성에 맞으며 세속적인 직업은 맞지 않는다.천간의 갑과 지지의 자는 모두 첫째 시작을 의미하므로 자기를 드러내는 것을 좋아한다.방송 연예 예술 계통에 인기 스타들 중에 갑자 일주가 많다.술해가 공망이라 역학과 천문 등에 관심이 많으며 잘 생기고 멋진 이성을 동경한다.이거 보면 n같기도"
465,이 카페에서 제일 욕 많이 먹는 유형은 뭘까요?,초코볼러,저는 extx분들인 거 같아요
466,조용하고 내성적인 사람 어떻게 생각하세요?,초코볼러,무기명 투표 중.답답하고 싫다피해주는 것만 아니면 아무 상관없다                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인
467,어떤 유형인지 감이 오시나요 ?,아크케이,어떤 유형인지 감이 오시나요?사주 풀이인데이 내용으로 MBTI 도 맞출 수 있을까요?시끄러운 성격은 아니지만 사교성이 좋아서 어디에서나 잘 어울립니다.외적으로는 여리고 약해 보이지만 심지가 강해서 역경을 잘 견디는 타입입니다.꼼꼼한 성격이며 겁이 많지요.독립심이 강하고 생활력이 강하기는 한데 시작 단계에서 누군가에게 의지를 하려는 성향이 강합니다.해 보지 못한 일을 하는 성격은 아니며 안전 지향의 일을 많이 추구하지요.실리가 있고 대단히 계획적으로 일을 합니다.싫은 사람 앞에서도 잘 티를 내지 않으며 매사를 속으로 판단합니다.다른 사람의 말 보다는 자신의 판단을 믿습니다.그러나 결정을 내리기 전 까지 상당히 많은 시간을 보내고 많은 것을 참고하며 갈등을 합니다.그러기 때문에 실수를 잘 하지 않지요.인간관계는 정서적인 면이 강합니다.도움이 되는 인연 보다는 마음이 통하는 인연을 찾곤 하지요.추억을 많이 되짚는 타입으로 예전 일을 많이 떠올리거나 회상합니다.이미 지나간 일이라도 자신이 몸 담았던 일이나 관심을 가졌던 분야는 항상 주변에 두고 보려는 성향이 있습니다.기록해서 보관하고 남기거나 사람을 챙기는 것은 꼼꼼하지만 전체적으로는 덤벙대는 성향이 강합니다.시간을 정해서 재촉하면 꼭 실수하는 일이 생기지요.책임감이 강해서 자신이 해야 할 일은 반드시 하는 타입입니다.자신의 상황을 언제나 먼저 고려하기 때문에 주변에 해를 끼치는 일이 별로 없습니다.활달한 외면 뒤에 기억해야 할 일은 절대 잊지 않는 매서운 뒤끝이 있어서 말 싸움에는 여간 해서 지지 않습니다.오랜 시간이 지나도 만나야 할 사람은 반드시 찾아서 만나는 감수성을 가진 사람입니다.고객님님은 잘 짜인 팀의 일 보다는 혼자서 자신의 능력을 발휘하는 일이 더 어울립니다.성품이 온화하고 친절하기 때문에 고객을 직접 상대하거나 상담 혹은 가르치거나 관리의 일 등이 모두 적성에 맞습니다.내색은 잘 안 하지만 동료나 상사 혹은 부하직원들의 사소한 행동이나 일 처리 등에 신경을 많이 쓰곤 합니다.먼저 친절을 베풀고 알아서 해 주기를 바라는 타입인데 상대가 이기적인 행동을 하거나 마음에 들지 않는 행동을 하면 속앓이를 하거나 심하게 갈등하게 됩니다.친절한 사람이지만 싫은 마음이 들면 일 중에서도 가급적 부딪히지 않기 위해 의도적으로 피하기도 합니다.자신이 책임지고 맡은 일은 성실하게 잘 해내는 스타일이어서 상사들의 총애를 받는 사람입니다..
468,mbti 성격 구분!자료 공유!(봐주세욧!,리찌 enxp 7w6,
469,J는 불안감과 연관이있는것같아요,Enfjjjjj,저같은경우는 차에서 사원증을 목에 걸어야하고차키는 집에나서면서 손에쥐고있어야하고이런 사소한 계획들이 하루에도 몇십개씩 돌아가는데주변사람들p은 보면 차에 다와서 차킬 찾기도하고자동문앞까지와서 가방속에서 사원증을 찾느라 멈춰서있기도해요.저는 그런상황들이 싫어서 그렇게미리해놓는건데그렇지않으면 그냥 이유없이 불안해요.숙제를 미리안하고 마지막날에해야지 하고 놀면 불안하고요저만그런가요...?
470,미남 미녀들이 대체로 성격도 좋고 못생긴 사람들이 성격도 안 좋다는 얘기 어떻게 생각하세요?,초코볼러,무기명 투표 중어떻게 생각하세요 공감 비공감                     투표하기                        투표자 보기                    투표자 0명                        확인                전체 투표자 보기                    투표자 0명                        확인
471,SJ분들 예술전공하면 어떨 거 같애요?,데네브 칼리,1. 작곡 전공하면 점수 잘나오고 잘 될 거 같아요?2. 문예창작 전공하면 점수 잘 나오고 잘 될 거 같아요?3. 미술 전공하면 점수 잘 나오고 잘 될 거 같아요?미술사학 제외4. 연예인이나 뮤지컬배우 되면 잘 할 거 같아요?5. 무용전공하면 잘 할 거 같아요?6. 무대체질이세요?
